	ANY	DATA_APROVACIO	DESCRIPCIO	NOM_CURT	NOM_OFICIAL	NOM_P	SEXE_P
1034	2007.0	09/11/2007	Francesc Pujols i Morgades (Barcelona, 1882 - Martorell, 1962). Escriptor, poeta i filòsof. Mentre estudiava batxillerat començà a escriure versos. Dos dels seus poemes, «Idil·li» i «Balada de les festes», van guanyar la Flor Natural i el primer accèssit als Jocs Florals de 1903. El 1904 publicà Llibre que conté les poesies de Francesc Pujols, amb pròleg de Joan Maragall. El 1906, amb el pseudònim d'Augusto de Altozanos, va publicar una obra que es podria classificar com freudiana i surrealista: El nuevo Pascual, subtitulat Manual de la Prostitución. Des de 1908, any en què fou designat secretari de l'agrupació Les Arts i els Artistes, es va dedicar a la crítica d'art. Fou membre de la Junta de Museus de Barcelona i secretari de l'Ateneu Barcelonès. El 1939 s'exilià a França i en tornà el 8 de gener de 1942. Va escriure sobre temes diversos i col·laborà en nombroses publicacions de l'època. Entre les seves obres destaquen: Concepte general de la ciència catalana (1918), L'evolució i els principis immutables (1921), Medea (1923) i Història de l'hegemonia catalana en la política espanyola del segle XX (1926).	Dulcet	Carrer de Dulcet	Francesc	M
1037	1943.0	16/05/1943	Eugeni Duran i Borrell (Barcelona, 1851 - 1937). Metge i propietari. Heretà els terrenys de la finca Casa Móra dels seus pares, Joan Duran i Sagrera, metge cirurgià, i Josepa Borrell i Pou. El succeí el seu fill Francesc d'Assís Duran i Funosas, advocat.	Duc de Rivas	Carrer del Duc de Rivas	Eugeni	M
1042	1940.0	17/12/1940	Eduardo Conde Jiménez (Madrid, 1840 - Barcelona, 1914). Comerciant. Fundà els magatzems El Siglo. Cedí terrenys a la ciutat.	Duran i Borrell	Carrer de Duran i Borrell	Eduardo	M
1043	1945.0	25/04/1945	Eduard Toda i Güell (Reus, 1855 - Poblet, 1941). Diplomàtic, escriptor i arqueòleg. Llegà a la ciutat la majoria de les seves col·leccions.	E	Carrer E Zona Franca	Eduard	M
1044	1962.0	05/10/1962	Eduard Torroja i Miret (Madrid, 1899 - 1961). Enginyer. Constructor de les primeres voltes laminars a Espanya i de la tribuna del camp de les Corts.	Ebre	Carrer de l'Ebre	Eduard	M
1049	1946.0	26/06/1946	Fra Francesc d'Eiximenis (Girona, 1327 - Perpinyà, 1409). Escriptor i franciscà menor. Representant de la literatura política, social i costumista catalana.	Pl Eduard Torroja	Plaça d'Eduard Torroja	Fra	i
1050	1929.0	23/07/1929	Juan Sebastián Elkano (Getaria, 1486 - oceà Pacífic, 1526). Navegant. Amb la seva nau Victòria fou el primer a donar la volta al món per mar (1522).	Eduard Tubau	Carrer d'Eduard Tubau	Juan	M
1054	1895.0	27/06/1895	Elisa Musitu i Garcia-Navarro (Barcelona, 1843 - 1891). Muller de Felip Bertran d'Amat, propietari dels terrenys. El nom fou donat per Josep Bertran i Musitu, propietari del Putget,  en homenatge a la seva mare. Això no obstant, podria estar dedicat realment a la filla petita, Elisa Bertran i Musitu (1888 - 1941), ja que més tard s'aprovà el carrer de Musitu, dedicat a Elisa Musitu i Garcia-Navarro.	Eiximenis	Carrer d'Eiximenis	Elisa	F
1060	1939.0	07/03/1939	Emili Roca i Solà (Barcelona, 1846 - 1918). Sacerdot de la parròquia de Santa Eulàlia de Vilapicina, el qual cedí els terrenys i els edificis per al centre social de la parròquia.	Elisabets	Carrer d'Elisabets	Emili	F
1061	1981.0	30/12/1981	Emili Vendrell i Ibars (Barcelona, 1893 - 1962). Tenor. Destacat intèrpret de cançons tradicionals catalanes. Es formà a l'Orfeó Català. Actuà al teatre líric amb interpretació de sarsueles.	Ptge Elisabets	Passatge d'Elisabets	Emili	F
1062	1921.0	21/12/1921	Emili Vilanova i March (Barcelona, 1840 - 1905). Escriptor costumista.	Elisi	Carrer de l'Elisi	Emili	F
1071	1979.0	20/12/1979	Ramon Turró i Darder (Girona, 1854 - Barcelona, 1926). Biòleg, filòsof i periodista. Membre de l'Acadèmia de Medicina de Barcelona i de l'Institut d'Estudis Catalans; president de les societats de Biologia i de la Catalana de Filosofia de Barcelona, i director del Laboratori Microbiològic.	Pdis Encarnació	Passadís de l'Encarnació	Ramon	M
1072	1980.0	10/10/1980	Enric Morera i Viura (Barcelona, 1865 - 1942). Compositor. Autor de La Santa Espina i L'Empordà, que esdevingueren una magnífica mostra del nacionalisme musical català.	Pas Encarnació	Pas de l'Encarnació	Enric	M
1073	1929.0	19/11/1929	Enric Bargés i Pombo (Barcelona, 1842 - Madrid, 1906). Capità general de Granada (1891) i de Catalunya (1901 - 1902). Participà en les guerres d'Àfrica i en les carlines.	Alzina	Carrer de l'Alzina	Enric	M
1075	1962.0	23/01/1962	Enric Giménez i Lloberas (Barcelona, 1868 - 1939). Actor teatral, director d'escena i professor de declamació de l'Escola d'Art Dramàtic.	Energia	Carrer de l'Energia	Enric	M
1079	1999.0	20/01/1999	Charles Collet Colomb (Onex, 1902 - Barcelona, 1983). Escultor i orfebre. El 1923, a Barcelona, treballà al taller dels Corberó i amb l'orfebre Ramon Sunyer. El 1929 fou professor de l'Escola Massana.	Savina	Carrer de la Savina	Charles	M
1082	1944.0	11/07/1944	Erasme de Janer i de Gònima (Barcelona, 1791 - 1862). Industrial. Alcalde de Barcelona el 1846. Fou un dels fundadors de la Caixa d'Estalvis i la presidí.	Pg Enric Sanchis	Passeig d'Enric Sanchis	Erasme	i
1083	1942.0	07/07/1942	Alonso de Ercilla y Zúñiga (Madrid, 1533 - 1594). Poeta. Famós gràcies al poema èpic La Araucana (1569).	Ensenyança	Carrer de l'Ensenyança	Alonso	M
1085	1911.0	23/03/1911	Herenni (segle V). Filòsof neoplatònic. Fou deixeble de Damascio. Va escriure un comentari a la Metafísica, d'Aristòtil. Segons Duran i Sanpere, es va posar aquest nom al carrer per completar un conjunt de noms de carrers dedicats a autors hispanoromans o romans (Sèneca, Lucà, Virgili, Horaci, Ciceró, etc.). En el nomenclàtor de 1980, es va dedicar a Cai Ponci Herenni (segle IV aC). General dels samnites, confederació de pobles bel·licosos de les muntanyes de la Puglia i del país de Nàpols.	Entença	Carrer d'Entença	Herenni	i
1086	1911.0	23/03/1911	Popularment dedicat a Ermengarda (mitjan segle X - 1013). Comtessa de la Cerdanya, muller del comte Oliba Cabreta i mare de l'abat Oliba. Governà a partir de la segona meitat de l'any 993 al Vallespir. Atesa la relativa proximitat del carrer del Vallespir, aquesta versió popular podria ser correcta, o bé haver-se deixat influir pel nom.	Epir	Carrer de l'Epir	Popularment	i
1092	1980.0	12/06/1980	Salvador Alarma i Tastàs (Barcelona, 1870 - 1941). Decorador i escenògraf. Decorà la sala de ball La Paloma i pintà decorats del Liceu.	Trèmol	Carrer del Trèmol	Salvador	M
1093	1907.0	05/09/1907	Pròpiament, carrer dels Escipió. Probablement, l'acord volia fer referència als dos germans: Publi i Gneu Corneli Escipió. Això no obstant, el carrer es dedicà a Publi Corneli Escipió (234 aC - 184 aC). Cònsol i cap de l'exèrcit romà d'Hispània, anomenat l'Africà.	Escala	Carrer de l'Escala	Pròpiament,	i
1109	1942.0	07/07/1942	Antoni Canet (segle XIV - vers el 1431). Escultor. Tallista del cor de la catedral de Barcelona i del sepulcre monumental del bisbe Ramon d'Escales. Esculpí escultures del portal del Mirador de la catedral de Mallorca.	Rier Escuder	Riera d'Escuder	Antoni	M
1110	1980.0	27/06/1980	Enric Clarasó i Daudí (Sant Feliu del Racó, 1856 - Barcelona, 1941). Escultor. Primera medalla a l'Exposició Internacional de París de 1900. Exposà amb Santiago Rusiñol i Ramon Casas.	Codonyer	Carrer del Codonyer	Enric	M
1111	1942.0	07/07/1942	Josep Llimona i Bruguera (Barcelona, 1864 - 1934). Escultor. L'any 1880 obtingué la pensió Fortuny per estudiar a Roma. Tingué molt d'èxit i rebé condecoracions a França i Itàlia. Guanyà la primera Medalla d'Or de la Ciutat de Barcelona que es concedí.	Escoles	Carrer de les Escoles	Josep	M
1113	1973.0	14/06/1973	Ramir Rocamora i Bernat (Reus, 1877 - Verges, 1939). Escultor. Gràcies a una beca de l'Ajuntament de Reus, estudià a l'Acadèmia de Belles Arts de París.	Escoles Pies	Carrer de les Escoles Pies	Ramir	i
1116	1956.0	28/04/1956	Isop (segle VI aC). Fabulista grec.	Escultor Llimona	Carrer de l'Escultor Llimona	Isop	i
1130	1945.0	29/05/1945	Veïnat del terme de Llanars (Ripollès). Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.	Esperança	Carrer de l'Esperança	Veïnat	i
1132	1942.0	07/07/1942	Espiridió Gibert i Mornau (1830 - 1889). Terratinent. Molt probablement relacionat amb els cens a favor de Salvador Prat-Gibert i Reixach, i Llorenç Serra i Clarós, sobre propietats d'aquest passatge. És la forma femenina d'Espiridió.	Espiell	Carrer d'Espiell	Espiridió	i
1144	1979.0	20/12/1979	Pere Sala i Vilaret (Vic, 1839 - Barcelona, 1916). Filòsof i periodista. Director d'El Diluvio durant quinze anys.	Ptge Estació	Passatge de l'Estació	Pere	M
1147	1950.0	16/05/1950	Esteve Terradas i Illa (Barcelona, 1883 - Madrid, 1950). Matemàtic, enginyer industrial i de camins. Professor de les universitats de Saragossa, Barcelona i de l'Escola Aeronàutica de Madrid. Director d'obres dels ferrocarrils de la Mancomunitat de Catalunya. Director de la Compañía Telefónica Nacional de España i de l'Institut d'Estudis Catalans. Membre del Consell Superior d'Investigacions Científiques.	Estadella	Carrer d'Estadella	Esteve	M
1148	1942.0	07/07/1942	Elisa Esteràs i Font (Valladolid, 1867 - Barcelona, 1935). Filla de Nicolàs Esteràs i Sánchez, tinent coronel graduat, i de Montserrat Font i Riera, propietària dels terrenys.	T Estadella	Torrent d'Estadella	Elisa	F
1157	1958.0	25/04/1958	Eugeni d'Ors i Rovira (Barcelona, 1881 - Vilanova i la Geltrú, 1954). Escriptor, filòsof i advocat. Doctor en filosofia i lletres. Director d'instrucció pública de la Mancomunitat i secretari general de l'Institut d'Estudis Catalans.	Estruc	Carrer d'Estruc	Eugeni	M
1161	1909.0	14/04/1909	Eusebi Güell i Bacigalupi (Barcelona, 1846 - 1918). Industrial, economista i publicista. Regidor de Barcelona (1875), diputat provincial (1878) i senador. Protector i mecenes de l'arquitecte Gaudí i propulsor de la cultura catalana. Fou president del Centre Català, així com president i mantenidor dels Jocs Florals (1900). Acadèmic de l'Acadèmia de Sant Jordi de Barcelona. El 1908 se li concedí el comtat de Güell. Propietari dels terrenys on sol·licità l'obertura d'una via que comuniqués el monestir de Pedralbes amb la Diagonal (avinguda de Pedralbes).	Pl Eucaliptus	Plaça dels Eucaliptus	Eusebi	i
1162	1907.0	05/09/1907	Eusebi Planas i Franquesa (Barcelona, 1833 - 1897). Dibuixant, aquarel·lista i litògraf.	Euclides	Carrer d'Euclides	Eusebi	i
1164	1907.0	05/09/1907	Evarist Arnús i de Ferrer (Barcelona, 1820 - 1890). Financer. Fundador del Teatre Líric de Barcelona (1881), president de la Casa de Caritat i un dels promotors de l'Exposició Universal de 1888.	Heures	Carrer de les Heures	Evarist	i
1168	1921.0	21/12/1921	Ezequiel Boixet i Castells (Lleida, 1849 - Barcelona, 1914). Periodista i narrador conegut amb el pseudònim de Juan Buscón. Director de La Vanguardia.	Eusebi Planas	Carrer d'Eusebi Planas	Ezequiel	M
1170	1918.0	18/12/1918	Pels germans Ferran i Roman Fabra i Puig, gerents de la companyia Hilaturas Fabra i Coats. Ferran Fabra i Puig (Barcelona, 1866 - 1944). Enginyer industrial i polític. Alcalde de Barcelona els anys 1922 i 1923. Segon marquès d'Alella. Roman Fabra i Puig. Marquès de Masnou i germà de Ferran Fabra i Puig.	Evarist Arnús	Carrer d'Evarist Arnús	Pels	i
1172	1945.0	29/05/1945	Veïnat del terme de Santa Pau (Garrotxa). Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.	Pg Exposició	Passeig de l'Exposició	Veïnat	i
1178	1981.0	13/11/1981	Francesc Carbonell i Bravo (Barcelona, 1758 - 1837). Científic, filòsof, metge, químic i farmacèutic.	Fages	Carrer de les Fages	Francesc	M
1179	1959.0	28/01/1959	Sebastià Farnés i Badó (Sant Feliu de Codines, 1854 - Barcelona, 1934). Advocat, taquígraf i escriptor. Originàriament el carrer es dedicà a Francesc Farnés i Rubió, actuari d'assegurances i propietari.	Fenals	Carrer de Fenals	Sebastià	i
1181	1945.0	25/04/1945	Johannes Fastenrath (Remscheid, 1839 - Colònia, 1908). Hispanista. Membre corresponent de l'Acadèmia Espanyola, de l'Acadèmia de la Història i de l'Acadèmia de San Fernando. Escriví obres en alemany, castellà, català i francès.	Pl Farga	Plaça de la Farga	Johannes	M
1184	1992.0	22/06/1992	Federico García Lorca (Fuente Vaqueros, 1898 - Víznar, 1936). Poeta i dramaturg. Com a director teatral, va crear un teatre universitari ambulant.	Francesc Carbonell	Carrer de Francesc Carbonell	Federico	M
1185	1983.0	28/10/1983	Alexandre Galí i Coll (Camprodon, 1886 - Barcelona, 1969). Pedagog i historiador. Director de l'Escola Vallparadís de Terrassa (1910), administrador general de l'Escola Industrial (1917) i director dels estudis normals de la Mancomunitat (1920) i de l'Escola Montessori (1922). Com a funcionari del Consell de Pedagogia, organitzà les escoles d'estiu (1915 - 1936). Fundà amb un grup de mestres l'Escola Blanquerna el 1924. Fou nomenat secretari general del Consell de Cultura de la Generalitat de Catalunya. Exiliat des de 1939 fins a 1943. Retornà a Barcelona i es dedicà a treballs editorials i d'història de la cultura. Fou membre de l'Institut d'Estudis Catalans (1968).	Farnés	Carrer de Farnés	Alexandre	M
1186	1929.0	03/11/1929	Frederic Rahola i Tremols (Cadaqués, 1858 - 1919). Escriptor, jurisconsult i economista.	Camí Far	Camí del Far	Frederic	M
1187	1907.0	05/09/1907	Frederic Soler i Hubert (Barcelona, 1839 - 1895). Poeta i dramaturg conegut amb el nom de Serafí Pitarra. Fundador del Teatre Català.	Fastenrath	Carrer de Fastenrath	Frederic	M
1191	1945.0	25/04/1945	Felip II (Valladolid, 1527 - El Escorial, 1598). Rei de Castella, de Catalunya-Aragó i de Portugal. El 7 de febrer de 1564 arribà a Valldonzella i l'endemà entrà a Barcelona com a rei dels catalans. Fill de Carles V i d'Isabel de Portugal.	Alexandre Galí	Carrer d'Alexandre Galí	Felip	i
1192	1967.0	08/02/1967	Felip Bertran i Güell (Barcelona, 1901 - 1965). Industrial. Impulsà la reconstrucció del monestir de Santa Maria de Poblet.	Av Frederic Rahola	Avinguda de Frederic Rahola	Felip	i
1194	1960.0	27/07/1960	Felip de Malla (Barcelona, 1370 - 1431). Escriptor, orador, polític i eclesiàstic. Estudià teologia a París, on treballà com a professor fins al 1407. S'instal·là a Barcelona el 1408 i prengué possessió dels càrrecs que se li havien atorgat: canonge de la seu i rector del Pi (1407). Intervingué decisivament en la successió de la corona a favor de Ferran d'Antequera i en la liquidació del cisma d'occident.	Feijoo	Carrer de Feijoo	Felip	i
1195	1929.0	19/11/1929	Felipe de Paz i de Solà (Terrassa, 1742 - Barcelona, 1818) Militar. Mariscal de camp (1809) i tinent general (1814). Fou coronel comandant d'enginyers durant l'època de l'ocupació francesa, a la qual s'oposà. Per aquest motiu, va ser perseguit i vexat. L'abril de 1809, marxà a Tarragona, on continuà la lluita contra Napoleó. Cavaller de la Gran Creu de Sant Hermenegild.	Feixa Llarga	Carrer de la Feixa Llarga	Felipe	M
1201	1907.0	05/09/1907	Josep Feliu i Codina (Barcelona, 1845 - Madrid, 1897). Dramaturg i periodista.	Felipe de Paz	Carrer de Felipe de Paz	Josep	M
1205	1956.0	28/04/1956	Cecilia Böhl (Morges, 1796 - Sevilla, 1877). Escriptora coneguda amb el pseudònim de Fernán Caballero.	Feliu Casanova	Carrer de Feliu Casanova	Cecilia	F
1206	1908.0	10/12/1908	Jesús Fernández Duró (?, 1880 - Sant Joan Lohitzune, 1908). Aeronauta. Fou el primer que intentà realitzar la travessia longitudinal del Mediterrani.	Ptge F Casanova	Passatge de Feliu Casanova	Jesús	M
1208	1939.0	16/05/1939	Ferran Agulló i Vidal (Girona, 1863 - Santa Coloma de Farners, 1933). Poeta, periodista i comediògraf.	Fèlix Macià	Carrer de Fèlix Macià	Ferran	M
1209	1953.0	08/02/1953	Ferran Casablancas i Planell (Sabadell, 1874 - Barcelona, 1960). Industrial tèxtil. Inventor d'un dispositiu per a la filatura del cotó, patentat en nombrosos països i adoptat per les principals fàbriques d'arreu del món.	Pl Fènix	Plaça del Fènix	Ferran	M
1210	1942.0	07/07/1942	Ferran Junoy i Vernet (Girona, 1862 - Barcelona, 1932). Enginyer. Director general dels tallers de La Maquinista Terrestre i Marítima (1917) instal·lats al carrer.	Ferlandina	Carrer de Ferlandina	Ferran	M
1214	1915.0	21/01/1915	Ferran Puig i Gibert (Girona, 1815 - Barcelona, 1901). Industrial i polític. Fundador l'any 1838 de la indústria que esdevindria Fabra & Coats. Propietari de la muntanya del Putget, on està situat el carrer. Regidor de l'Ajuntament de Barcelona (1855) i senador per Girona (1881 - 1894).	Ferran Agulló	Carrer de Ferran Agulló	Ferran	M
1215	1954.0	28/07/1954	Fernando Reyes Garrido (Granada, 1877 - Barcelona, 1937). Enginyer industrial. Cap de la divisió de ferrocarrils de Barcelona. Autor del traçat de les línies i director de les obres del metro transversal.	Pl F Casablancas	Plaça de Ferran Casablancas	Fernando	M
